total_task	shipper_binned	shipper_id	distance_sum	distance_mean	distance_std	price_sum	price_mean	price_std	pricekm_sum	pricekm_mean	pricekm_std	size_1	size_2	size_3	size_4	size_5	company_down	company_midlow	company_mid	company_midup	company_top
5	(0, 12]	21770	69.10000000000001	13.820000000000002	7.972891570816701	39050.5	7810.1	1988.212023401931	3229.6202050423462	645.9240410084692	207.49718977146267	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0
3	(0, 12]	21792	13.983	4.6610000000000005	2.503430246681541	15838.0	5279.333333333333	2217.6023839573527	4015.095897346029	1338.3652991153429	693.364926151414	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
162	(52, 365]	21976	1563.9646574938035	9.654102824035824	6.39150056554274	694855.0	4289.228395061728	3399.589033483314	116686.12370669913	720.2847142388836	844.4436639736215	7.0	4.0	149.0	1.0	1.0	2.0	0.0	19.0	10.0	131.0
2	(0, 12]	22029	13.8	6.9	1.4142135623730951	9900.0	4950.0	707.1067811865476	1444.1107058571124	722.0553529285562	45.51212923320411	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
5	(0, 12]	22128	25.0	5.0	2.1365860619221495	17446.0	3489.2	502.99622264983265	4284.618244739757	856.9236489479514	499.42362937441175	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
1	(0, 12]	22143	6.1	6.1		4550.0	4550.0		745.9016393442622	745.9016393442622		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8	(0, 12]	22190	55.239999999999995	6.904999999999999	4.309746429398635	35016.0	4377.0	1865.7274337755925	6716.272240850408	839.534030106301	622.3243883296202	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0
6	(0, 12]	22218	50.815999999999995	8.469333333333333	3.245152056016276	33446.5	5574.416666666667	2336.666908582964	4095.081626768929	682.5136044614882	193.43629798525495	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0
407	(365, 1000]	22233	5000.900000000002	12.287223587223593	2.695678699670283	715374.0	1757.6756756756756	939.252759789079	103687.2338676895	254.75978837270148	1274.2145192330834	0.0	377.0	30.0	0.0	0.0	0.0	0.0	0.0	1.0	406.0
14	(12, 52]	22328	158.016	11.286857142857142	5.59820464156065	80091.0	5720.785714285715	2436.180180862322	8051.398714405286	575.0999081718062	215.98443797943474	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0
3	(0, 12]	22353	18.5	6.166666666666667	5.159780357082396	16150.0	5383.333333333333	2704.7797199279157	3375.352360817477	1125.1174536058256	604.3086917084847	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
3	(0, 12]	22382	24.1	8.033333333333333	6.4694152234443365	17100.0	5700.0	3025.3099014811687	2559.173055546006	853.0576851820019	316.22921602231565	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
5	(0, 12]	22387	39.4	7.88	5.160620117776545	18396.0	3679.2	535.8733059222114	3359.2557394510786	671.8511478902158	467.4395802221969	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
2	(0, 12]	22640	17.9	8.95	0.9192388155425116	8348.0	4174.0	1378.8582233137677	953.5906124497992	476.7953062248996	203.0331816608015	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1	(0, 12]	22694	1.0	1.0		5905.0	5905.0		5905.0	5905.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
272	(52, 365]	22736	3185.699999999999	11.712132352941172	6.015628466103659	959385.5	3527.1525735294117	2084.3827379399727	98842.64516130836	363.3920777989278	289.5479569685701	8.0	2.0	261.0	1.0	0.0	0.0	0.0	11.0	2.0	259.0
13	(12, 52]	22776	129.3	9.946153846153846	5.642046818991518	74244.0	5711.076923076923	2200.7993040990987	11679.17681075978	898.3982162122908	815.3850314688808	0.0	0.0	13.0	0.0	0.0	0.0	0.0	2.0	4.0	7.0
17	(12, 52]	22818	113.19500000000001	6.6585294117647065	3.563303122063275	84430.0	4966.470588235294	1666.927229877142	15597.130458060525	917.4782622388544	451.551266170236	0.0	1.0	16.0	0.0	0.0	1.0	0.0	1.0	7.0	8.0
1692	(1000, 5000]	22867	28007.54196092577	16.55292078068899	7.760173394567783	5785879.0	3419.550236406619	1023.9989734047334	739051.9322955299	436.79192216047863	1003.4814103200322	30.0	158.0	1498.0	5.0	1.0	0.0	1.0	25.0	31.0	1635.0
73	(52, 365]	23191	542.9	7.4369863013698625	4.861512877504602	330486.0	4527.2054794520545	2238.9691077648017	60096.151280167156	823.2349490433857	792.5334377506111	0.0	3.0	69.0	1.0	0.0	0.0	1.0	5.0	7.0	60.0
3	(0, 12]	23281	51.4	17.133333333333333	6.809062588442944	15297.0	5099.0	1389.2443989449805	977.3327319133955	325.7775773044652	154.70097475436927	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
129	(52, 365]	23421	1357.5000000000002	10.52325581395349	4.936637766928061	672943.0	5216.612403100775	4942.5331124176555	71006.48034645354	550.4378321430506	393.31476928250476	0.0	3.0	118.0	5.0	3.0	0.0	0.0	9.0	8.0	112.0
33	(12, 52]	23508	123.80000000000001	3.751515151515152	3.182385230856842	89766.0	2720.181818181818	711.7184070326488	38753.98442638016	1174.3631644357624	847.7259647636333	0.0	0.0	33.0	0.0	0.0	0.0	0.0	2.0	0.0	31.0
6	(0, 12]	23523	31.3	5.216666666666667	2.005409351396035	22444.0	3740.6666666666665	510.31036307982873	4705.353037998844	784.2255063331407	222.83234815425033	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
547	(365, 1000]	23536	11932.967288173793	21.815296687703462	7.396595470790697	2068118.0	3780.837294332724	1074.600239597769	120120.33357680049	219.5984160453391	203.98533307224494	19.0	3.0	524.0	1.0	0.0	0.0	0.0	5.0	1.0	541.0
246	(52, 365]	23630	2208.366000000001	8.977097560975613	4.912533372648147	1297809.5	5275.6483739837395	2380.7323173071795	178772.33697517173	726.7168169722428	560.4115273510462	0.0	10.0	230.0	5.0	1.0	0.0	1.0	20.0	11.0	214.0
73	(52, 365]	23672	613.1729999999999	8.3996301369863	4.316428112799754	267224.5	3660.609589041096	2143.256242533024	52898.602541284126	724.6383909764949	1149.427855619321	18.0	2.0	53.0	0.0	0.0	0.0	0.0	4.0	5.0	64.0
1	(0, 12]	23796	2.8	2.8		3500.0	3500.0		1250.0	1250.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
83	(52, 365]	23850	811.334	9.775108433734939	5.106846807705029	339355.0	4088.614457831325	2018.7374273946648	52066.07127561189	627.302063561589	682.2722604671657	1.0	4.0	76.0	2.0	0.0	1.0	0.0	11.0	23.0	48.0
215	(52, 365]	23868	3317.452	15.430009302325583	8.897292924428793	925207.5	4303.290697674419	3021.1600266987525	87330.55715773502	406.18863794295356	472.58392842387366	1.0	7.0	162.0	9.0	36.0	1.0	5.0	39.0	12.0	158.0
1	(0, 12]	23910	6.8	6.8		6050.0	6050.0		889.7058823529413	889.7058823529413		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
60	(52, 365]	23949	1153.3	19.221666666666668	5.340922654585056	234552.0	3909.2	1168.9588993949171	14501.483191204588	241.69138652007646	169.62137031524946	0.0	21.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0
2	(0, 12]	23965	16.9	8.45	4.313351365237939	11348.0	5674.0	2722.361107568208	1355.0418679549114	677.5209339774557	23.671566624939047	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
100	(52, 365]	24016	986.9019999999999	9.869019999999999	6.36541605038865	310232.0	3102.32	1261.7039294765493	60442.852140178824	604.4285214017882	722.2945096617751	1.0	0.0	76.0	22.0	1.0	0.0	2.0	4.0	1.0	93.0
1	(0, 12]	24028	3.5	3.5		3500.0	3500.0		1000.0	1000.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	(0, 12]	24046	6.4	6.4		4420.0	4420.0		690.625	690.625		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
28	(12, 52]	24158	186.09999999999997	6.6464285714285705	4.44167820660224	133624.0	4772.285714285715	1753.8741214415681	35460.575374723245	1266.4491205258303	1390.9485584517452	0.0	9.0	19.0	0.0	0.0	0.0	0.0	6.0	8.0	14.0
2	(0, 12]	24286	12.0	6.0	0.0	7498.0	3749.0	353.5533905932738	1249.6666666666665	624.8333333333333	58.92556509887903	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1	(0, 12]	24453	7.0	7.0		5000.0	5000.0		714.2857142857142	714.2857142857142		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5	(0, 12]	24499	12.700000000000001	2.54	0.7956129712366433	21700.0	4340.0	421.90046219457975	9042.735042735043	1808.5470085470085	434.0767248493309	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0
57	(52, 365]	24519	882.5000000000002	15.482456140350882	6.114973507915326	218656.0	3836.0701754385964	2658.233058816978	29576.66034084116	518.888777909494	1347.6983976809076	0.0	0.0	57.0	0.0	0.0	0.0	0.0	2.0	3.0	52.0
263	(52, 365]	24571	2529.8000000000015	9.619011406844113	5.153767221771395	901376.9	3427.2885931558935	1643.376048579558	141440.62378562125	537.7970486145294	626.753919963433	20.0	3.0	240.0	0.0	0.0	0.0	0.0	9.0	19.0	235.0
66	(52, 365]	24602	461.709	6.995590909090909	4.0128469731687915	287373.0	4354.136363636364	1852.5554150238704	54463.71701820545	825.2078336091735	675.9558390540839	9.0	3.0	54.0	0.0	0.0	0.0	1.0	5.0	11.0	49.0
129	(52, 365]	24605	1317.7999999999988	10.215503875968983	5.01127556136539	524484.0	4065.767441860465	2192.252396621837	66714.30138159504	517.1651269891088	367.4481882409258	0.0	2.0	127.0	0.0	0.0	1.0	1.0	7.0	4.0	116.0
2	(0, 12]	24612	18.6	9.3	3.252691193458119	8198.0	4099.0	565.685424949238	961.5935960591135	480.7967980295567	228.98590706912245	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
104	(52, 365]	24619	1389.2	13.357692307692307	7.320203354219383	370184.0	3559.4615384615386	1753.0537180338124	41696.63470685045	400.929179873562	398.1333269815013	1.0	37.0	66.0	0.0	0.0	0.0	0.0	1.0	0.0	103.0
2	(0, 12]	24720	10.0	5.0	2.687005768508881	6798.0	3399.0	565.685424949238	1517.999064983637	758.9995324918185	294.75013943036436	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
22	(12, 52]	24778	184.19	8.372272727272728	3.796601929066597	79579.0	3617.2272727272725	1683.5816676365098	10564.274887180742	480.1943130536701	226.20555923336175	1.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	17.0	5.0
247	(52, 365]	24797	2413.129000000001	9.769753036437251	4.4034292142902824	849109.0	3437.6882591093117	1820.6640182810274	107329.57472427288	434.5326911913882	330.05655990148125	0.0	8.0	239.0	0.0	0.0	0.0	0.0	6.0	22.0	219.0
23	(12, 52]	24947	290.2	12.617391304347825	7.268965924576081	81852.0	3558.782608695652	2400.2876334556568	16806.02235336749	730.6966240594561	1690.446957865988	0.0	0.0	23.0	0.0	0.0	1.0	0.0	2.0	1.0	19.0
13	(12, 52]	25088	100.7	7.746153846153846	5.15487073627383	75076.0	5775.076923076923	2025.6609810766488	22525.155788096403	1732.7042913920309	2415.336144722486	0.0	0.0	13.0	0.0	0.0	0.0	0.0	3.0	6.0	4.0
2	(0, 12]	25168	11.5	5.75	2.192031021678297	6598.0	3299.0	282.842712474619	1217.1722113502935	608.5861056751468	182.8168540048154	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
372	(365, 1000]	25263	3120.4300000000017	8.388252688172047	4.500134243654206	1776601.0	4775.809139784947	2541.144780676279	255017.62246612544	685.5312431885093	446.3258417255986	14.0	14.0	344.0	0.0	0.0	1.0	1.0	23.0	25.0	322.0
8	(0, 12]	25274	94.3	11.7875	6.246927816363587	58898.0	7362.25	2560.094906164892	5565.715147448868	695.7143934311085	187.19611836324	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0
60	(52, 365]	25694	502.3239999999999	8.372066666666665	3.978505476430652	211936.0	3532.266666666667	1576.322612453134	30404.429222362185	506.7404870393697	324.57697077552785	3.0	8.0	49.0	0.0	0.0	0.0	0.0	4.0	13.0	43.0
1	(0, 12]	25866	3.2	3.2		4500.0	4500.0		1406.25	1406.25		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
161	(52, 365]	26034	3548.0000000000005	22.037267080745345	8.060806565379924	564740.0	3507.7018633540374	320.1484976678888	33096.987658967315	205.57135191905164	154.25833632474524	0.0	13.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0
40	(12, 52]	26098	288.8999999999999	7.222499999999998	3.556250366139407	154911.0	3872.775	1803.1515926359714	28563.639428379473	714.0909857094869	619.8284712928607	0.0	3.0	36.0	1.0	0.0	0.0	0.0	4.0	19.0	17.0
5	(0, 12]	26301	39.2	7.840000000000001	8.79619235806039	27045.0	5409.0	2763.2408508850617	5358.789608810511	1071.7579217621021	616.7926654680192	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
12	(0, 12]	26315	118.10000000000001	9.841666666666667	8.627594032398534	74660.0	6221.666666666667	3804.9589254343373	8989.538058495358	749.1281715412798	236.83145115175964	0.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0
123	(52, 365]	26349	1558.348999999999	12.669504065040643	5.705853424441679	499554.0	4061.4146341463415	3264.0029662294396	63330.334322752875	514.8807668516494	1290.838574330478	1.0	19.0	102.0	1.0	0.0	2.0	1.0	11.0	39.0	70.0
13	(12, 52]	26461	141.3	10.86923076923077	8.608076112522145	62850.0	4834.615384615385	1338.5443921452847	9016.86017625119	693.6046289423992	364.3745504460795	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0
473	(365, 1000]	26462	6670.199999999998	14.101902748414371	10.884558753262986	1663739.0	3517.4186046511627	1390.192445765442	208978.84597888505	441.81574202724113	402.8130315235548	9.0	0.0	461.0	3.0	0.0	0.0	2.0	4.0	6.0	461.0
4	(0, 12]	26526	39.300000000000004	9.825000000000001	7.181167500251381	25383.0	6345.75	2654.6157757134397	3457.4805819846756	864.3701454961689	540.2656686301857	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
45	(12, 52]	26684	572.5	12.722222222222221	6.998145497490056	136949.0	3043.311111111111	1783.0583126932913	15092.1360925809	335.3808020573533	252.99886543818536	0.0	1.0	44.0	0.0	0.0	0.0	0.0	0.0	3.0	42.0
10	(0, 12]	26722	54.50000000000001	5.450000000000001	2.7419579379219754	38276.0	3827.6	1241.4647442078697	11848.05254748622	1184.805254748622	1332.0721602670492	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0
5	(0, 12]	26773	42.0	8.4	5.203364296299078	29498.0	5899.6	2025.469155529158	4638.717965742217	927.7435931484433	678.0295389797005	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0
3	(0, 12]	26828	28.1	9.366666666666667	3.02709982216202	19550.0	6516.666666666667	1251.332622979731	2146.7970232015177	715.5990077338392	92.32978435448914	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
91	(52, 365]	26933	1075.7999999999997	11.821978021978019	4.232724423342021	311863.0	3427.065934065934	1833.635658722236	30268.092729925316	332.61640362555295	238.2965866203245	0.0	0.0	70.0	21.0	0.0	0.0	0.0	5.0	3.0	83.0
23	(12, 52]	27335	192.60000000000002	8.373913043478263	4.967550831629419	102799.0	4469.521739130435	2287.654373719255	14926.332961893471	648.9709983431944	371.5679400900903	1.0	1.0	21.0	0.0	0.0	0.0	0.0	3.0	1.0	19.0
46	(12, 52]	27469	399.1999999999999	8.678260869565214	3.2945687995364774	148480.0	3227.8260869565215	1724.2186933261858	18691.125089800873	406.328806300019	213.8025994965689	34.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	45.0
79	(52, 365]	27476	995.0999999999999	12.596202531645568	8.405026625409324	258108.0	3267.1898734177216	1469.6909763790425	30919.062959495972	391.38054379108826	287.8182395278579	0.0	1.0	76.0	2.0	0.0	0.0	1.0	2.0	0.0	76.0
3	(0, 12]	27477	19.0	6.333333333333333	3.146956201368766	12748.0	4249.333333333333	1130.8405428411795	2432.208672086721	810.736224028907	436.1834924343304	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
105	(52, 365]	27596	1145.0000000000002	10.904761904761907	4.236117166071855	380581.0	3624.5809523809526	2163.1980811047415	47578.25049032526	453.1261951459549	617.0506755485504	0.0	4.0	90.0	8.0	3.0	0.0	1.0	1.0	82.0	21.0
16	(12, 52]	27790	141.0	8.8125	4.864000411184193	43140.0	2696.25	355.85643172493036	10115.72587824098	632.2328673900613	1012.5572342813007	0.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0
8	(0, 12]	27808	87.0	10.875	6.450193795538239	57296.0	7162.0	3019.0029574584482	6324.655156562505	790.5818945703131	306.4402238310686	0.0	0.0	8.0	0.0	0.0	1.0	0.0	1.0	0.0	6.0
27	(12, 52]	27901	227.62899999999996	8.430703703703703	4.7359015534760145	129026.0	4778.740740740741	1583.5274788753356	24565.670571872593	909.839650810096	1041.8487847679855	2.0	2.0	23.0	0.0	0.0	0.0	1.0	3.0	8.0	15.0
2	(0, 12]	27922	20.799999999999997	10.399999999999999	1.697056274847715	9598.0	4799.0	1838.4776310850236	964.5727136431785	482.28635682158927	255.47545376947554	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
4	(0, 12]	28013	41.4	10.35	1.2503332889007368	22279.0	5569.75	2791.3178936361464	2129.7927979078	532.44819947695	230.9623304911978	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0
1	(0, 12]	28070	7.4	7.4		5200.0	5200.0		702.7027027027028	702.7027027027028		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
4	(0, 12]	28072	22.500000000000004	5.625000000000001	2.811138559374119	16648.0	4162.0	877.1024265538585	3371.8569447457267	842.9642361864317	281.44822583010193	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
36	(12, 52]	28190	420.49999999999994	11.680555555555554	3.9612998908687564	110937.0	3081.5833333333335	1739.5381550449365	22691.736771611824	630.3260214336618	2110.1685827114397	0.0	0.0	36.0	0.0	0.0	0.0	0.0	2.0	1.0	33.0
159	(52, 365]	28479	1435.3999999999992	9.027672955974838	5.970803562629114	697684.0	4387.9496855345915	2402.7784755394578	95466.4169135157	600.4177164372056	346.81636068667655	7.0	6.0	144.0	1.0	1.0	0.0	1.0	25.0	13.0	120.0
54	(52, 365]	28592	571.1	10.575925925925926	4.792601813770148	210304.0	3894.5185185185187	1702.363249052935	26428.449573217196	489.4157328373555	368.9552955286521	0.0	0.0	51.0	3.0	0.0	0.0	1.0	2.0	2.0	49.0
2	(0, 12]	28610	6.6	3.3	0.4242640687119284	6998.0	3499.0	0.0	2138.277777777778	1069.138888888889	137.45370152065155	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
21	(12, 52]	28695	169.90000000000003	8.090476190476192	1.1920170979917868	62730.0	2987.1428571428573	755.7065757100626	7835.976953077887	373.14175967037556	84.3381841685326	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
27	(12, 52]	28838	404.50000000000006	14.981481481481483	6.063448944735422	84076.0	3113.925925925926	1645.2143635387768	10352.691438230104	383.4330162307446	613.4705143742566	0.0	1.0	26.0	0.0	0.0	0.0	0.0	5.0	0.0	22.0
1	(0, 12]	28860	18.4	18.4		10700.0	10700.0		581.5217391304349	581.5217391304349		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	(0, 12]	28862	15.2	7.6	2.1213203435596424	7548.0	3774.0	388.90872965260115	1048.2759863087733	524.1379931543867	197.4701733373061	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1	(0, 12]	28883	11.9	11.9		7450.0	7450.0		626.0504201680673	626.0504201680673		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
54	(52, 365]	29013	475.5	8.805555555555555	3.6432629303790596	222518.0	4120.7037037037035	2314.2213135114266	27101.76484269405	501.8845341239639	233.8637772587117	1.0	2.0	51.0	0.0	0.0	0.0	0.0	6.0	4.0	44.0
4	(0, 12]	29043	25.8	6.45	5.59791627899763	18096.0	4524.0	2050.0	3444.742031804532	861.185507951133	271.7263006773981	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
2	(0, 12]	29062	10.1	5.05	3.040559159102154	7698.0	3849.0	1202.0815280171307	1686.7768199233715	843.3884099616857	269.76055971732194	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
36	(12, 52]	29180	486.0999999999999	13.502777777777775	5.433572153676284	193662.0	5379.5	3874.049557172516	15436.978917866189	428.80496994072746	244.81744315256057	0.0	2.0	34.0	0.0	0.0	0.0	1.0	1.0	8.0	26.0
18	(12, 52]	29359	104.2	5.788888888888889	3.8046239497081458	58389.0	3243.8333333333335	1379.0992051506153	11432.11747084545	635.1176372691916	257.5822423514553	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
3	(0, 12]	29416	18.2	6.066666666666666	5.953430383680768	13948.0	4649.333333333333	2858.461182757837	3024.566948555321	1008.1889828517736	449.9224794529134	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
8	(0, 12]	29518	63.89999999999999	7.987499999999999	5.558118258136342	51597.0	6449.625	1536.9404614827658	8618.350450481672	1077.293806310209	560.1079379737124	0.0	0.0	7.0	1.0	0.0	0.0	0.0	4.0	1.0	3.0
2	(0, 12]	29537	8.3	4.15	2.6162950903902265	6248.0	3124.0	176.7766952966369	1845.413043478261	922.7065217391305	539.1074331085524	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
11	(0, 12]	29718	110.30000000000001	10.02727272727273	4.1904870621661425	71141.0	6467.363636363636	2674.8419120661047	7597.460449823923	690.6782227112658	211.53383522182216	0.0	1.0	10.0	0.0	0.0	0.0	0.0	3.0	4.0	4.0
308	(52, 365]	29948	6348.500000000004	20.612012987013	6.807053620809337	1199432.0	3894.2597402597403	1445.9379057999859	74009.75652354806	240.29141728424693	213.5148479565619	4.0	2.0	301.0	1.0	0.0	1.0	0.0	10.0	2.0	295.0
3	(0, 12]	29986	14.7	4.8999999999999995	1.7058722109231976	10797.0	3599.0	655.7438524302	2404.0846560846558	801.3615520282186	322.39141249021816	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
5	(0, 12]	30053	53.985	10.797	6.980769585081575	38246.0	7649.2	4524.977922598076	3901.0866555822668	780.2173311164534	261.38758329399855	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
396	(365, 1000]	30329	8377.600000000006	21.15555555555557	6.575435255897565	1451833.0	3666.2449494949497	574.2334532532803	83785.19086221093	211.57876480356296	168.6939795335439	0.0	1.0	392.0	1.0	2.0	0.0	0.0	3.0	2.0	391.0
1	(0, 12]	30434	5.9	5.9		5950.0	5950.0		1008.4745762711864	1008.4745762711864		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
21	(12, 52]	30646	236.80000000000007	11.276190476190479	6.024525272741808	128485.0	6118.333333333333	2987.266783086729	12967.783889877848	617.5135185656118	254.4642020048637	0.0	1.0	20.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0
22	(12, 52]	30764	142.29999999999998	6.468181818181818	4.266746989233117	109304.0	4968.363636363636	1875.890862533993	21676.233816534317	985.2833552970144	460.92047030058507	2.0	1.0	19.0	0.0	0.0	0.0	0.0	1.0	3.0	18.0
5	(0, 12]	30933	38.4	7.68	4.465086785270809	26983.0	5396.6	1497.553771989507	4376.90248878009	875.3804977560179	405.50583936438807	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
307	(52, 365]	31142	3052.699999999998	9.94364820846905	3.1917249592826074	674755.0	2197.899022801303	931.9183845118622	79371.15002004657	258.5379479480344	217.54798455668558	19.0	164.0	124.0	0.0	0.0	0.0	0.0	0.0	4.0	303.0
19	(12, 52]	31145	140.0	7.368421052631579	5.550280536611436	106786.0	5620.315789473684	2659.0035947623433	21942.10918964161	1154.8478520864005	1015.2475240921623	0.0	3.0	16.0	0.0	0.0	0.0	0.0	2.0	7.0	10.0
12	(0, 12]	31151	142.1	11.841666666666667	5.971516989133929	70941.0	5911.75	1851.465077126269	7018.827787224691	584.9023156020576	225.95324050151268	0.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0
1	(0, 12]	31153	1.9	1.9		5500.0	5500.0		2894.7368421052643	2894.7368421052643		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3	(0, 12]	31375	27.4	9.133333333333333	6.000277771348034	17997.0	5999.0	1887.4586088176875	2546.1236682983017	848.7078894327673	438.11480845089596	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
138	(52, 365]	31390	1449.2999999999997	10.502173913043476	5.438058200445385	503891.5	3651.3876811594205	2256.171633912623	65143.26068148404	472.0526136339423	483.02497750826745	4.0	4.0	130.0	0.0	0.0	0.0	0.0	11.0	14.0	113.0
8	(0, 12]	31438	59.79999999999999	7.474999999999999	6.897566858786406	56832.0	7104.0	1903.02015603769	21254.019888829345	2656.752486103668	3913.6880692153095	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0
20	(12, 52]	31445	241.9	12.095	4.5669839177802185	50240.0	2512.0	0.0	4574.725761502845	228.73628807514223	61.51933015381977	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
2	(0, 12]	31523	26.6	13.3	3.11126983722081	11748.0	5874.0	954.5941546018391	925.4193548387098	462.7096774193549	180.01570055239458	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
196	(52, 365]	31533	3933.1769999999997	20.067229591836732	10.274235326382646	759436.5	3874.6760204081634	1645.4525831737947	62261.5747119808	317.6610954692898	327.43247205658514	6.0	7.0	174.0	3.0	6.0	2.0	0.0	17.0	11.0	166.0
74	(52, 365]	31581	679.6940000000002	9.185054054054056	4.548106795326564	198999.0	2689.175675675676	966.7256039708603	28176.38212171223	380.7619205636788	239.8482948836177	0.0	0.0	74.0	0.0	0.0	0.0	0.0	2.0	1.0	71.0
1	(0, 12]	31693	10.5	10.5		7250.0	7250.0		690.4761904761905	690.4761904761905		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8	(0, 12]	31726	50.584	6.323	3.823626251908745	36845.0	4605.625	1807.229603366909	9073.90480021666	1134.2381000270825	1085.7315731747804	0.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	3.0	4.0
16	(12, 52]	31745	135.9	8.49375	5.370719225578638	91593.0	5724.5625	2672.0710312103106	13048.807526945664	815.550470434104	420.94378454755935	0.0	0.0	16.0	0.0	0.0	0.0	0.0	3.0	1.0	12.0
